"open_time","open","high","low","close","volume","close_time","quote_asset_volume","trades","taker_buy_base_asset_volume","taker_buy_quote_asset_volume","symbol"
"2018-01-06 14:00:00",16505.16,16982,16011.21,16889.93,5225.363092,"2018-01-06 19:59:59",86158421.500524,43350,3037.31414,50114293.6558841,"BTCUSDT"
"2018-01-06 20:00:00",16854.03,17143.13,16582.98,17069.79,4364.395481,"2018-01-07 01:59:59",73544157.3404914,37522,2746.43985,46303171.6905032,"BTCUSDT"
"2018-01-07 02:00:00",17069.79,17099.96,16400,16564,4628.452787,"2018-01-07 07:59:59",77625916.1485851,34147,2787.426524,46752858.7227448,"BTCUSDT"
"2018-01-07 08:00:00",16564,16886.75,16400,16607,2775.121584,"2018-01-07 13:59:59",46244605.5305932,25079,1637.529261,27297785.2804895,"BTCUSDT"
"2018-01-07 14:00:00",16611,16649.05,15715.06,15800.01,2961.714635,"2018-01-07 19:59:59",48119898.831708,34272,1368.151347,22243646.3905137,"BTCUSDT"
"2018-01-07 20:00:00",15800.01,16500,15610,16150.03,2127.836552,"2018-01-08 01:59:59",34204285.8597972,26771,986.213376,15856872.7336872,"BTCUSDT"
"2018-01-08 02:00:00",16218.85,16322.3,15476,15768.71,4634.530941,"2018-01-08 07:59:59",73386433.0167485,41452,2536.572696,40183923.9551829,"BTCUSDT"
"2018-01-08 08:00:00",15768.71,15921.68,14551,15400,6500.957016,"2018-01-08 13:59:59",99494939.8314753,50313,3682.83546,56509830.0712803,"BTCUSDT"
"2018-01-08 14:00:00",15414,15499,12812,14699.95,11639.88273,"2018-01-08 19:59:59",166888115.433541,79487,5686.311225,81881008.611834,"BTCUSDT"
"2018-01-08 20:00:00",14739.8,15270.99,14392.32,14902.54,3825.239225,"2018-01-09 01:59:59",56800508.8756977,37390,1851.125008,27474819.4983911,"BTCUSDT"
"2018-01-09 02:00:00",14902.54,15500,14670,14880,3341.808955,"2018-01-09 07:59:59",50512120.0951473,35891,1624.583382,24556202.9651833,"BTCUSDT"
"2018-01-09 08:00:00",14880,15300,14170.33,14726,3573.937384,"2018-01-09 13:59:59",52660706.5610977,38380,1685.874517,24834020.2514676,"BTCUSDT"
"2018-01-09 14:00:00",14726,14998.62,14011.05,14949.98,4373.999728,"2018-01-09 19:59:59",63528879.116733,45563,2162.68813,31414525.5454186,"BTCUSDT"
"2018-01-09 20:00:00",14949.98,14990,14125,14400,3025.258186,"2018-01-10 01:59:59",43928481.6846907,36822,1368.087258,19893824.1379519,"BTCUSDT"
"2018-01-10 02:00:00",14401,14480,13750,14136.72,4313.144179,"2018-01-10 07:59:59",60798107.0656849,44736,2004.680312,28260987.3453646,"BTCUSDT"
"2018-01-10 08:00:00",14136.77,14349.99,13131.31,13919.08,6167.650672,"2018-01-10 13:59:59",84686634.2217541,50836,2972.583349,40836324.9889338,"BTCUSDT"
"2018-01-10 14:00:00",13919.09,14698.12,13500,14567.51,4662.418519,"2018-01-10 19:59:59",65648440.14573,41384,2382.837997,33511952.3161894,"BTCUSDT"
"2018-01-10 20:00:00",14550,14955.66,14172.95,14907.09,2267.788285,"2018-01-11 01:59:59",32878185.329859,24520,1169.453017,16960875.1559657,"BTCUSDT"
"2018-01-11 02:00:00",14940,14968.68,11400,12868.84,14589.357753,"2018-01-11 07:59:59",190697195.98658,86057,7078.405015,92702514.6632811,"BTCUSDT"
"2018-01-11 08:00:00",12868.84,13896.7,12780.03,13385.1,6939.707457,"2018-01-11 13:59:59",93047706.2485313,49708,3465.13416,46467426.9287078,"BTCUSDT"
"2018-01-11 14:00:00",13385.1,14400,13282.13,13650.01,5881.968715,"2018-01-11 19:59:59",81670366.6152625,53669,2893.60354,40161065.4156675,"BTCUSDT"
"2018-01-11 20:00:00",13650.01,13849.99,12511,13238.78,6143.689826,"2018-01-12 01:59:59",81172325.843364,49982,2984.877265,39431230.3714534,"BTCUSDT"
"2018-01-12 02:00:00",13238.76,13880,12500,13550,5561.227924,"2018-01-12 07:59:59",74048903.7610131,41061,2729.711268,36349122.2049391,"BTCUSDT"
"2018-01-12 08:00:00",13550,14109.78,13301.99,13900.02,3922.917606,"2018-01-12 13:59:59",53997244.0847644,34197,1920.88475,26439597.3919577,"BTCUSDT"
"2018-01-12 14:00:00",13900.02,14059.48,13222,13520.01,4536.426575,"2018-01-12 19:59:59",61746669.3359321,37444,2290.107149,31172491.2095117,"BTCUSDT"
"2018-01-12 20:00:00",13520.06,13900,13350,13740.01,2396.590032,"2018-01-13 01:59:59",32723259.0897495,21750,1176.608908,16078809.3750694,"BTCUSDT"
"2018-01-13 02:00:00",13749.95,14250,13706.15,14130,3980.190029,"2018-01-13 07:59:59",55881738.1961695,33570,1775.525278,24911466.3022091,"BTCUSDT"
"2018-01-13 08:00:00",14148.81,14320,13948.41,14178,2654.710225,"2018-01-13 13:59:59",37522029.4243815,28227,1228.878766,17370595.0110046,"BTCUSDT"
"2018-01-13 14:00:00",14166,14580,14083.55,14318,3582.65325,"2018-01-13 19:59:59",51258146.8749404,36544,1745.888079,24985089.9768203,"BTCUSDT"
"2018-01-13 20:00:00",14318,14350,13923.18,14210,2003.955024,"2018-01-14 01:59:59",28424574.0523927,25298,823.886285,11690947.6563517,"BTCUSDT"
"2018-01-14 02:00:00",14210,14339.5,13359.07,13763.89,3051.319224,"2018-01-14 07:59:59",42396378.9700053,30925,1450.85143,20172214.8370931,"BTCUSDT"
"2018-01-14 08:00:00",13762.88,13887.49,13120,13280.15,3679.105049,"2018-01-14 13:59:59",49546072.7944312,33448,1836.345672,24738279.3779697,"BTCUSDT"
"2018-01-14 14:00:00",13280.16,13426.45,12569.2,13270.75,7675.685671,"2018-01-14 19:59:59",99756581.7775357,59942,3700.276694,48120188.4175111,"BTCUSDT"
"2018-01-14 20:00:00",13280.22,13600.8,13081,13474.99,2611.784385,"2018-01-15 01:59:59",34826271.5874089,28049,1300.909115,17350874.0400248,"BTCUSDT"
"2018-01-15 02:00:00",13477.98,13733.52,13215.56,13520.01,2849.981631,"2018-01-15 07:59:59",38391128.538524,29596,1304.24234,17564169.3964195,"BTCUSDT"
"2018-01-15 08:00:00",13520.03,13740.27,13147.79,13644.9,4314.9393,"2018-01-15 13:59:59",58305533.1383075,39828,2396.507985,32397254.546955,"BTCUSDT"
"2018-01-15 14:00:00",13645,14249.99,13520.17,13825.05,4715.020729,"2018-01-15 19:59:59",65960072.5473358,45073,2412.753991,33748089.6970294,"BTCUSDT"
"2018-01-15 20:00:00",13801.05,13899,13340.64,13539.93,2772.153045,"2018-01-16 01:59:59",37957820.3141757,30865,1317.558956,18038801.9966669,"BTCUSDT"
"2018-01-16 02:00:00",13500,13542.93,12501,13055,8493.373064,"2018-01-16 07:59:59",110031101.451867,56622,4067.867024,52797298.2170777,"BTCUSDT"
"2018-01-16 08:00:00",13055,13114.16,10620.88,12127.16,19391.43067,"2018-01-16 13:59:59",227720264.248051,119245,9415.091199,110655083.979373,"BTCUSDT"
"2018-01-16 14:00:00",12140,12200,10878,10910.88,11468.317317,"2018-01-16 19:59:59",132797566.009387,87221,5755.5165,66670705.939898,"BTCUSDT"
"2018-01-16 20:00:00",10898.21,11523.3,9035,10900,24048.048124,"2018-01-17 01:59:59",251601896.440097,155155,11114.926994,116653981.797398,"BTCUSDT"
"2018-01-17 02:00:00",10899.99,11488.88,9777,10539.99,17596.700674,"2018-01-17 07:59:59",186043157.503185,119400,8781.57612,92931170.2395155,"BTCUSDT"
"2018-01-17 08:00:00",10534.04,11111,9587.99,9808.14,13227.63309,"2018-01-17 13:59:59",136649650.781109,96794,6081.702238,62849424.8319501,"BTCUSDT"
"2018-01-17 14:00:00",9850.76,10349.95,9037.94,9849.99,22233.921757,"2018-01-17 19:59:59",214426862.061037,149203,10782.804547,104267844.915869,"BTCUSDT"
"2018-01-17 20:00:00",9840.01,11680.99,9620.03,10988.79,19273.541125,"2018-01-18 01:59:59",207034509.785875,151896,9766.715232,104998851.443044,"BTCUSDT"
"2018-01-18 02:00:00",10972.59,11600,10500.25,10800.97,14126.018195,"2018-01-18 07:59:59",156322941.595812,113546,7097.252821,78638370.3937647,"BTCUSDT"
"2018-01-18 08:00:00",10789.12,11499,10435.33,11413.78,10248.226382,"2018-01-18 13:59:59",112376784.804897,85025,5129.854838,56267220.5771936,"BTCUSDT"
"2018-01-18 14:00:00",11413.78,11878.82,10900,10910.33,12977.490368,"2018-01-18 19:59:59",148796987.096902,107079,6209.479572,71232984.9106166,"BTCUSDT"
"2018-01-18 20:00:00",10910.33,11742.95,10635.3,10961.97,11112.699992,"2018-01-19 01:59:59",123792900.560793,87462,5377.795614,59953229.783652,"BTCUSDT"
"2018-01-19 02:00:00",10960,11435,10360,11120.04,11364.339695,"2018-01-19 07:59:59",123732193.787543,85910,5589.180004,60855742.127679,"BTCUSDT"
"2018-01-19 08:00:00",11105.01,11596,10901.11,11530.22,8254.190289,"2018-01-19 13:59:59",93530180.8196902,62974,4145.425495,46970438.4193844,"BTCUSDT"
"2018-01-19 14:00:00",11535.18,11795,11123,11235.93,9020.575538,"2018-01-19 19:59:59",103841624.035577,75889,4321.562251,49792634.5564255,"BTCUSDT"
"2018-01-19 20:00:00",11246,11487.39,11003,11474.98,5490.269899,"2018-01-20 01:59:59",61669500.5837686,48498,2815.248605,31640861.7887335,"BTCUSDT"
"2018-01-20 02:00:00",11474.98,12869,11412.45,12751.01,9706.895931,"2018-01-20 07:59:59",117236518.881612,72526,4983.685396,60031108.242297,"BTCUSDT"
"2018-01-20 08:00:00",12769.93,12844,12300,12320.01,8120.514727,"2018-01-20 13:59:59",102011928.626466,67837,3991.510584,50170962.5788232,"BTCUSDT"
"2018-01-20 14:00:00",12320.05,12985,12240.24,12850,6145.093034,"2018-01-20 19:59:59",77680248.0677331,60136,3006.842988,38039683.5827241,"BTCUSDT"
"2018-01-20 20:00:00",12850,13099,12600,12799.94,4796.354135,"2018-01-21 01:59:59",61632412.2051597,51148,2407.157037,30941903.500863,"BTCUSDT"
"2018-01-21 02:00:00",12799.8,12799.8,11854.48,11938.14,9913.73702,"2018-01-21 07:59:59",121781809.324147,85045,4687.785031,57573510.5328783,"BTCUSDT"
"2018-01-21 08:00:00",11962.44,12194.18,11300,12194.18,11883.788376,"2018-01-21 13:59:59",139854221.325068,98944,6204.398949,73063841.4055079,"BTCUSDT"
"2018-01-21 14:00:00",12194.18,12291.35,11024,11311.43,11832.394967,"2018-01-21 19:59:59",136579699.491427,106628,5677.781432,65493102.0625482,"BTCUSDT"
"2018-01-21 20:00:00",11311.45,11548.99,10965,11530,7749.853063,"2018-01-22 01:59:59",87073500.6782508,69590,4004.794649,45023995.9809007,"BTCUSDT"
"2018-01-22 02:00:00",11530,11770,11149,11470,7529.384344,"2018-01-22 07:59:59",86679970.8497995,66266,3705.750683,42664869.0963145,"BTCUSDT"
"2018-01-22 08:00:00",11470,11926.35,11231,11240,6457.368217,"2018-01-22 13:59:59",75236123.8260874,61983,3113.517155,36289669.2751068,"BTCUSDT"
"2018-01-22 14:00:00",11240,11380,10139.97,10540,18414.047058,"2018-01-22 19:59:59",196122199.108128,144651,8790.853387,93619257.198275,"BTCUSDT"
"2018-01-22 20:00:00",10538,10849,9900.24,10760.05,11351.807172,"2018-01-23 01:59:59",117678220.424682,90364,5690.454603,59103683.5559256,"BTCUSDT"
"2018-01-23 02:00:00",10760.05,10998,10233.01,10363.27,8549.539607,"2018-01-23 07:59:59",91071086.5440463,77623,4265.951787,45465178.9087475,"BTCUSDT"
"2018-01-23 08:00:00",10363.76,10645.06,9905,10143.1,8707.061365,"2018-01-23 13:59:59",89580794.9847132,78385,4178.783002,43076575.8081973,"BTCUSDT"
"2018-01-23 14:00:00",10143.01,11399,9987.02,11129.62,12532.38343,"2018-01-23 19:59:59",134130802.444764,118717,6664.962658,71274252.7714889,"BTCUSDT"
"2018-01-23 20:00:00",11129.62,11344.95,10678,10799.18,7684.93815,"2018-01-24 01:59:59",84636729.2594569,80561,3638.096381,40083511.7848659,"BTCUSDT"
"2018-01-24 02:00:00",10799.14,10894.08,10500,10640.98,6170.306348,"2018-01-24 07:59:59",65775910.6168866,61890,2881.960031,30730686.9659293,"BTCUSDT"
"2018-01-24 08:00:00",10633.07,11234,10630,11111,6705.997743,"2018-01-24 13:59:59",73520085.3144239,72353,3256.157043,35674657.941693,"BTCUSDT"
"2018-01-24 14:00:00",11111,11570.48,10862.08,11124.97,9730.798366,"2018-01-24 19:59:59",109278749.511735,104885,4690.764067,52667275.8118306,"BTCUSDT"
"2018-01-24 20:00:00",11124.97,11390,11000,11349.99,4551.485305,"2018-01-25 01:59:59",50895861.987155,54301,2258.511947,25262600.9059492,"BTCUSDT"
"2018-01-25 02:00:00",11349.96,11794.05,11248.48,11624.99,6685.520261,"2018-01-25 07:59:59",76931810.8807047,70832,3316.981879,38178726.4283952,"BTCUSDT"
"2018-01-25 08:00:00",11624.99,11675,11147.07,11215,4803.273692,"2018-01-25 13:59:59",54726492.7129164,53371,2266.109642,25815649.7420702,"BTCUSDT"
"2018-01-25 14:00:00",11215,11327.73,10950.21,11056,5600.090559,"2018-01-25 19:59:59",62285007.4169372,59095,2620.714421,29155163.362812,"BTCUSDT"
"2018-01-25 20:00:00",11050.86,11395,11050.86,11175.27,3751.069671,"2018-01-26 01:59:59",42138053.9630939,37742,1997.580977,22435148.7140575,"BTCUSDT"
"2018-01-26 02:00:00",11184.7,11643,11160.43,11360,4362.085435,"2018-01-26 07:59:59",49872453.9260759,44780,2426.682232,27735379.809677,"BTCUSDT"
"2018-01-26 08:00:00",11352.06,11440,10311.15,10513.97,13575.722291,"2018-01-26 13:59:59",145400703.389203,116838,6135.373904,65648898.6194379,"BTCUSDT"
"2018-01-26 14:00:00",10510,11399,10410,11187.01,11411.638509,"2018-01-26 19:59:59",124469849.435144,105057,4987.746448,54363027.3851266,"BTCUSDT"
"2018-01-26 20:00:00",11187,11220,10800.93,11089,3707.425725,"2018-01-27 01:59:59",40739463.4233312,48045,1780.986969,19581646.5790609,"BTCUSDT"
"2018-01-27 02:00:00",11089,11289,10842.69,11239.9,4161.921942,"2018-01-27 07:59:59",46117975.8048307,45076,1861.519073,20626376.2967066,"BTCUSDT"
"2018-01-27 08:00:00",11232.33,11400,10900,11020,5028.577357,"2018-01-27 13:59:59",56345727.4114781,53643,2353.849678,26406451.2219175,"BTCUSDT"
"2018-01-27 14:00:00",11018,11625,10968.18,11445.01,5974.550084,"2018-01-27 19:59:59",67622178.7525649,66493,3282.041735,37185003.8510514,"BTCUSDT"
"2018-01-27 20:00:00",11445.01,11650,11380,11491,3695.718962,"2018-01-28 01:59:59",42577317.5646086,42266,1711.527477,19718060.4264875,"BTCUSDT"
"2018-01-28 02:00:00",11499.98,12100.03,11408,11905.7,4965.496286,"2018-01-28 07:59:59",58178515.5951235,58470,2422.581164,28409707.6912957,"BTCUSDT"
"2018-01-28 08:00:00",11905.7,12244,11818,12012.62,5095.454888,"2018-01-28 13:59:59",61137594.8134925,59205,2026.108859,24306141.6309782,"BTCUSDT"
"2018-01-28 14:00:00",12001.94,12079.9,11652,11838,4189.538146,"2018-01-28 19:59:59",49549216.4613025,52208,1757.173486,20783051.2037704,"BTCUSDT"
"2018-01-28 20:00:00",11820.08,11999.98,11754.54,11879.95,2636.850204,"2018-01-29 01:59:59",31346256.0735355,36364,1136.923488,13512113.3060032,"BTCUSDT"
"2018-01-29 02:00:00",11879.95,11975.02,11433,11590,4896.072451,"2018-01-29 07:59:59",56904557.8971951,54291,2018.706476,23461084.4773233,"BTCUSDT"
"2018-01-29 08:00:00",11590,11627.4,11139.55,11279.99,4362.686905,"2018-01-29 13:59:59",49594737.8068891,49864,1879.405249,21363404.6072871,"BTCUSDT"
"2018-01-29 14:00:00",11272.01,11499,11202.82,11422.51,2677.587802,"2018-01-29 19:59:59",30377943.2887825,35704,1125.777403,12775300.4838509,"BTCUSDT"
"2018-01-29 20:00:00",11425,11447.56,11150,11251,2234.03038,"2018-01-30 01:59:59",25232915.885937,29340,992.607743,11220182.9546261,"BTCUSDT"
"2018-01-30 02:00:00",11250.11,11308.42,10850,11061.87,3646.553188,"2018-01-30 07:59:59",40272968.9456321,43019,1573.970053,17388869.4987709,"BTCUSDT"
"2018-01-30 08:00:00",11061,11210.57,10900,11047.34,2813.415173,"2018-01-30 13:59:59",31037095.8436105,34363,1275.542518,14075948.4437671,"BTCUSDT"
"2018-01-30 14:00:00",11050.34,11096,10206.25,10235,8155.569777,"2018-01-30 19:59:59",85915480.8039315,76295,3738.365296,39321288.4960757,"BTCUSDT"
"2018-01-30 20:00:00",10235,10600,9900,10237.51,10938.834808,"2018-01-31 01:59:59",111752783.915441,105535,4800.218552,49078182.6324172,"BTCUSDT"
"2018-01-31 02:00:00",10230,10278,9700,10097.25,8002.014312,"2018-01-31 07:59:59",79896707.1667781,82211,3753.701837,37487479.3952055,"BTCUSDT"
"2018-01-31 08:00:00",10080.04,10363,10060,10290.05,4090.413281,"2018-01-31 13:59:59",41822877.3672801,48782,2168.224383,22171053.0774329,"BTCUSDT"
"2018-01-31 14:00:00",10294.97,10425.85,9860,10044.35,3959.730008,"2018-01-31 19:59:59",40018141.4053712,45031,1860.169782,18804986.7700853,"BTCUSDT"
"2018-01-31 20:00:00",10044.35,10298,10005,10285.1,1963.799204,"2018-02-01 01:59:59",19906481.1737332,25398,1000.48844,10145753.3995642,"BTCUSDT"
"2018-02-01 02:00:00",10285.1,10335,9959.04,10238,3442.418806,"2018-02-01 07:59:59",35127202.9501407,40785,1619.020941,16512968.9334732,"BTCUSDT"
"2018-02-01 08:00:00",10230.12,10235.94,9500,9591.44,8248.562456,"2018-02-01 13:59:59",80468068.1863713,71113,3667.823762,35807486.6174119,"BTCUSDT"
"2018-02-01 14:00:00",9591.45,9665.58,9011.51,9102.33,11124.453227,"2018-02-01 19:59:59",103429105.624052,101376,5098.07841,47422835.7423357,"BTCUSDT"
"2018-02-01 20:00:00",9102.33,9560.01,8750.99,9224.52,10749.329822,"2018-02-02 01:59:59",98611969.2238075,102746,5045.080736,46387434.5772541,"BTCUSDT"
"2018-02-02 02:00:00",9224.52,9250,8734,8779.02,8207.010969,"2018-02-02 07:59:59",72970633.8929095,81415,3665.612618,32596576.2364006,"BTCUSDT"
"2018-02-02 08:00:00",8793.49,8889,8250.92,8299.75,12014.791668,"2018-02-02 13:59:59",102430436.734596,102181,4989.846058,42575458.6614758,"BTCUSDT"
"2018-02-02 14:00:00",8299.75,9247.79,8010.02,8706.65,22674.661681,"2018-02-02 19:59:59",197157600.187117,190375,10977.395,95761847.8189898,"BTCUSDT"
"2018-02-02 20:00:00",8706.73,8967.45,8501,8873.03,7075.162657,"2018-02-03 01:59:59",61677812.8898645,79440,3480.649908,30358866.798233,"BTCUSDT"
"2018-02-03 02:00:00",8873.03,8920,8229,8516.3,7432.175169,"2018-02-03 07:59:59",63139157.6067695,87217,3197.523315,27171764.8050761,"BTCUSDT"
"2018-02-03 08:00:00",8519.84,9123,8450.63,9099.87,6881.408186,"2018-02-03 13:59:59",60727222.4476466,79814,3802.358264,33580497.3366506,"BTCUSDT"
"2018-02-03 14:00:00",9099.87,9459.6,8969,9211.31,9459.822498,"2018-02-03 19:59:59",87254245.4219535,99722,4849.854965,44756957.8097538,"BTCUSDT"
"2018-02-03 20:00:00",9203,9473.01,9022,9199.96,4951.594882,"2018-02-04 01:59:59",45714103.5835413,60766,2333.101602,21559424.5445685,"BTCUSDT"
"2018-02-04 02:00:00",9199.96,9260.42,8901.01,9260.42,3944.246586,"2018-02-04 07:59:59",35928835.0901171,51813,1843.207265,16795840.8261872,"BTCUSDT"
"2018-02-04 08:00:00",9260.32,9368,8687.45,8691.99,6619.732783,"2018-02-04 13:59:59",59356553.0346579,74043,2765.857741,24822718.8374006,"BTCUSDT"
"2018-02-04 14:00:00",8691.99,8894.12,8300,8481.95,10069.175414,"2018-02-04 19:59:59",86201285.6422777,107410,4566.658984,39152265.8319313,"BTCUSDT"
"2018-02-04 20:00:00",8474.68,8585,7930,8184.81,11381.153666,"2018-02-05 01:59:59",93425614.6542693,122868,4629.5718,38113727.7138432,"BTCUSDT"
"2018-02-05 02:00:00",8179.99,8382.8,7910,8179.93,8261.07949,"2018-02-05 07:59:59",67267828.7059628,85093,3746.350087,30547041.7550209,"BTCUSDT"
"2018-02-05 08:00:00",8179.9,8300,7510,7578,11173.868437,"2018-02-05 13:59:59",87701139.5868361,101261,5230.094176,41065229.3448414,"BTCUSDT"
"2018-02-05 14:00:00",7572.32,7788.87,7074,7089.99,16543.194561,"2018-02-05 19:59:59",122813581.223231,136754,8055.139807,59846521.7831156,"BTCUSDT"
"2018-02-05 20:00:00",7089.98,7543.99,6625,6939.99,27425.040091,"2018-02-06 01:59:59",193383669.197417,210402,12825.77432,90563608.1339456,"BTCUSDT"
"2018-02-06 02:00:00",6939.63,7150,6022,6497.98,25371.035806,"2018-02-06 07:59:59",163728346.009659,189813,12268.305971,79143520.3319085,"BTCUSDT"
"2018-02-06 08:00:00",6507.99,6960,6000.01,6559,25146.838741,"2018-02-06 13:59:59",160921077.368505,192636,12362.911681,79202425.5004728,"BTCUSDT"
"2018-02-06 14:00:00",6559,7462,6435.99,7007.03,28942.420278,"2018-02-06 19:59:59",203475581.00237,225540,14162.069559,99588459.18891,"BTCUSDT"
"2018-02-06 20:00:00",7009.41,7878,6970,7652.14,20741.205482,"2018-02-07 01:59:59",156239271.986135,178007,10771.733583,81183228.3875636,"BTCUSDT"
"2018-02-07 02:00:00",7655.02,7770,7150.01,7420.01,14100.460522,"2018-02-07 07:59:59",104843129.518711,116178,6578.821757,48965753.2051946,"BTCUSDT"
"2018-02-07 08:00:00",7420,8274,7242.02,8151.53,16334.159384,"2018-02-07 13:59:59",128390956.293077,141430,8962.65573,70560670.7184581,"BTCUSDT"
"2018-02-07 14:00:00",8138.05,8476,7867,8284.29,17153.1119,"2018-02-07 19:59:59",140222257.364002,149307,8964.25885,73302061.1277203,"BTCUSDT"
"2018-02-07 20:00:00",8284.31,8399,7531.11,7599,13190.728691,"2018-02-08 01:59:59",104478695.635988,107978,5579.099929,44309488.4017659,"BTCUSDT"
"2018-02-08 02:00:00",7599,7844,7572.09,7784.02,1521.537318,"2018-02-08 07:59:59",11770168.043866,12417,844.258813,6532638.63751892,"BTCUSDT"
"2018-02-09 08:00:00",7789.9,8395,7789.9,8280.11,3483.805239,"2018-02-09 13:59:59",28855369.3918081,29747,1605.745207,13286895.105701,"BTCUSDT"
"2018-02-09 14:00:00",8288.03,8718,8201.95,8625,9319.495273,"2018-02-09 19:59:59",78408287.2018823,109107,4865.185089,40974405.5423239,"BTCUSDT"
"2018-02-09 20:00:00",8627,8738,8403,8683.92,7679.610313,"2018-02-10 01:59:59",66084813.2181885,134237,3933.110496,33856261.4729401,"BTCUSDT"
"2018-02-10 02:00:00",8683.93,8997,8601,8842.98,10578.681634,"2018-02-10 07:59:59",93583999.343371,121995,5705.479805,50479235.7868674,"BTCUSDT"
"2018-02-10 08:00:00",8842.98,9065.78,8470,8635.99,12316.953477,"2018-02-10 13:59:59",107436291.850403,134159,5796.587684,50585888.052845,"BTCUSDT"
"2018-02-10 14:00:00",8626.12,8800,8120,8391.92,15374.604723,"2018-02-10 19:59:59",129690055.036471,156825,7568.674559,63805937.911561,"BTCUSDT"
"2018-02-10 20:00:00",8388.99,8572,8125,8533.98,11111.272819,"2018-02-11 01:59:59",92701075.7007359,124599,5435.981246,45382672.6293812,"BTCUSDT"
"2018-02-11 02:00:00",8533.99,8549,7910.01,8100,11393.829117,"2018-02-11 07:59:59",92753024.2944552,129114,5503.331434,44779477.3345304,"BTCUSDT"
"2018-02-11 08:00:00",8100,8190,7726.53,8140,13017.907008,"2018-02-11 13:59:59",103518318.876751,140273,7143.631982,56811340.4387371,"BTCUSDT"
